localidad;estrato;valor_ant;unidades_ant;no_pago_ultimo;cluster;no_paga_sig_mes
0;3;114050,96151506272;380,1698717168757;0;0;0
0;5;60959,44875640987;121,91889751281974;0;0;0
1;5;457319,1311174117;914,6382622348234;1;0;1
0;4;69087,82214335425;172,71955535838563;0;1;0
1;1;52160,35907453911;260,80179537269555;0;2;0
0;3;64518,91561341958;215,06305204473193;0;0;0
0;3;125833,09203808874;419,44364012696246;0;0;0
0;3;58216,64071189137;194,0554690396379;0;0;0
1;4;354725,1899663959;886,8129749159898;1;1;0
0;4;67713,5319164564;169,283829791141;0;1;0
0;5;405629,8594993981;811,2597189987962;1;0;1
0;2;42650,373368360655;213,2518668418033;0;3;0
1;3;130315,9884597819;434,386628199273;1;0;0
1;3;140924,6361408005;469,7487871360016;1;0;0
1;2;7283,435874322811;36,417179371614054;0;3;0
1;3;11040,476570312816;36,80158856770939;0;0;0
0;3;84420,88195283117;281,4029398427706;0;0;0
1;4;464901,03577803145;1162,2525894450787;1;1;1
0;5;247528,4888095078;495,0569776190156;1;0;0
1;1;77837,09192167113;389,18545960835564;0;2;0
1;3;122439,18621983852;408,1306207327951;0;0;0
1;2;24503,086492573602;122,515432462868;0;3;0
1;2;14259,778467895092;71,29889233947546;0;3;0
1;3;153116,6483554153;510,38882785138435;1;0;0
0;3;91003,80314500934;303,34601048336447;0;0;0
1;3;42301,698810156595;141,00566270052198;0;0;0
1;4;295770,9257226331;739,4273143065827;1;1;0
1;1;63453,271085327855;317,2663554266393;0;2;0
1;3;120044,7212221522;400,14907074050734;0;0;0
0;3;131480,66342114974;438,2688780704991;1;0;0
0;4;26592,346227224083;66,48086556806021;0;1;0
0;3;58565,146237921275;195,21715412640424;0;0;0
1;5;148213,9286727541;296,4278573455082;1;0;0
1;3;52340,96359373175;174,4698786457725;0;0;0
1;3;17798,576591456662;59,328588638188876;0;0;0
1;3;35574,05225573865;118,5801741857955;0;0;0
1;3;52750,68729025132;175,83562430083774;0;0;0
0;2;74584,01808043779;372,9200904021889;0;3;0
1;3;115955,80535956353;386,5193511985451;0;0;0
1;2;157442,02479168915;787,2101239584458;1;3;1
0;2;1972,0154077537245;9,860077038768623;0;3;0
1;1;74827,70770065204;374,1385385032602;0;2;0
1;5;455962,3195997891;911,9246391995782;1;0;1
0;3;107631,71224331587;358,7723741443862;0;0;0
1;2;27107,022182140263;135,53511091070132;0;3;0
0;3;24116,783459288243;80,38927819762748;0;0;0
1;4;173111,8991835823;432,7797479589558;1;1;1
1;3;179550,75585593245;598,5025195197749;1;0;1
1;4;114713,20543518697;286,78301358796745;0;1;0
0;1;45364,24868683753;226,82124343418764;0;2;0
1;3;92564,4288097004;308,5480960323347;0;0;0
1;1;14666,76430551588;73,3338215275794;0;2;0
1;1;61709,61920646694;308,5480960323347;0;2;0
1;4;221713,28144957137;554,2832036239284;1;1;1
1;7;2074662,0488963716;5927,605853989633;1;0;1
1;4;228204,89552615467;570,5122388153867;1;1;1
1;2;71190,08712849983;355,95043564249914;0;3;0
0;3;55219,80818893336;184,06602729644453;0;0;0
0;3;93882,3887124868;312,9412957082894;0;0;0
1;4;266421,1913924772;666,052978481193;1;1;0
1;4;63400,03550042489;158,50008875106224;0;1;0
0;5;368865,34687928966;737,7306937585794;1;0;0
1;3;117867,50241408627;392,8916747136209;0;0;0
1;5;183571,2608339835;367,142521667967;1;0;1
1;3;78863,50334591519;262,878344486384;0;0;0
0;4;251563,9741190651;628,9099352976627;1;1;0
1;4;237630,3122673869;594,0757806684672;1;1;1
1;4;128730,24082563602;321,82560206409005;1;1;0
0;2;106547,22895342954;532,7361447671477;0;3;0
0;2;29712,227939122004;148,56113969561002;0;3;0
1;2;61709,61920646694;308,5480960323347;0;3;0
0;5;195736,2634003168;391,4725268006336;1;0;1
0;4;152107,71529298264;380,26928823245663;1;1;1
1;1;61709,61920646694;308,5480960323347;0;2;0
1;3;103499,30344956524;344,99767816521745;0;0;0
1;4;26307,762308837075;65,76940577209268;0;1;0
1;3;118120,00230390143;393,7333410130048;0;0;0
0;4;122358,83028802798;305,89707572006995;0;1;0
1;1;101957,30320831499;509,78651604157494;0;2;0
1;2;16299,97809247722;81,4998904623861;0;3;0
1;4;102528,85901482194;256,32214753705483;0;1;0
0;4;368306,72087743704;920,7668021935925;1;1;1
1;3;83315,78120163987;277,7192706721329;0;0;0
0;1;110584,9830196468;552,924915098234;0;2;0
0;4;54324,93688373718;135,81234220934294;0;1;0
0;3;126642,62682395522;422,14208941318407;0;0;0
1;4;163420,61737438824;408,5515434359706;1;1;0
0;3;57494,618739966085;191,6487291332203;0;0;0
1;5;86861,42137018114;173,72284274036227;0;0;0
1;5;154274,04801616733;308,5480960323347;1;0;1
0;1;61709,61920646694;308,5480960323347;0;2;0
1;3;131300,37220963664;437,66790736545545;1;0;0
1;4;74455,76782921808;186,1394195730452;0;1;0
1;2;88694,00062733216;443,4700031366608;0;3;0
0;3;6376,6155897622975;21,25538529920766;0;0;0
1;2;18542,532722116146;92,71266361058073;0;3;0
1;3;102527,8952639362;341,75965087978733;0;0;0
1;5;310302,8541350414;620,6057082700828;1;0;0
0;1;84942,14329431491;424,71071647157453;0;2;0
0;5;163759,90279698974;327,51980559397947;1;0;0
0;4;244306,8810837066;610,7672027092665;1;1;0
1;2;82690,35283884009;413,45176419420045;0;3;0
0;7;423338,07350650994;1209,5373528757427;1;0;1
1;4;174227,5195843931;435,56879896098275;1;1;1
0;3;102013,39752719681;340,04465842398935;0;0;0
1;4;254194,61124161436;635,4865281040359;1;1;0
1;5;426581,3726064236;853,1627452128472;1;0;0
0;1;62963,74296379928;314,8187148189964;0;2;0
1;1;136495,28813835024;682,4764406917512;1;2;0
1;2;59627,31724833825;298,13658624169125;0;3;0
1;1;43462,77021440173;217,31385107200865;0;2;0
0;1;80956,16436521121;404,78082182605607;0;2;0
1;5;20722,578704272648;41,4451574085453;0;0;0
1;4;123416,2184123599;308,54054603089975;0;1;0
0;3;37424,045705180935;124,74681901726979;0;0;0
0;3;94127,27990522399;313,75759968407993;0;0;0
1;3;67142,05478032376;223,80684926774586;0;0;0
0;2;61709,61920646694;308,5480960323347;0;3;0
0;1;105375,68003193439;526,878400159672;0;2;0
1;5;169662,41180837151;339,324823616743;1;0;1
0;4;123419,23841293388;308,5480960323347;0;1;0
1;7;1850099,9222819293;5285,999777948369;1;0;1
1;4;1474,8734969568432;3,687183742392108;0;1;0
1;5;161713,81717487608;323,42763434975217;1;0;1
0;2;144227,52489124957;721,1376244562479;1;3;0
0;2;37409,84915688492;187,04924578442458;0;3;0
1;3;81431,46736378652;271,43822454595505;0;0;0
1;3;92564,4288097004;308,5480960323347;0;0;0
1;4;224486,5078482716;561,216269620679;1;1;1
1;4;136973,20479457447;342,43301198643616;1;1;0
1;3;71350,11432491684;237,83371441638948;0;0;0
0;5;427508,694920986;855,0173898419721;1;0;1
1;5;257630,70907171903;515,261418143438;1;0;0
1;3;43980,27864177647;146,60092880592157;0;0;0
1;4;123419,23841293388;308,5480960323347;0;1;0
1;3;37788,5761696915;125,96192056563834;0;0;0
1;4;56509,39647584753;141,27349118961882;0;1;0
1;3;108800,58298545667;362,6686099515222;0;0;0
0;2;61709,61920646694;308,5480960323347;0;3;0
1;3;80408,76283777133;268,02920945923773;0;0;0
0;3;87710,12845785292;292,36709485950973;0;0;0
1;3;82406,90779216963;274,68969264056545;0;0;0
0;3;123182,14214206584;410,6071404735528;0;0;0
0;3;30026,630366692563;100,08876788897521;0;0;0
1;3;120511,40521390461;401,7046840463487;0;0;0
1;4;205746,56880069207;514,3664220017301;1;1;1
1;2;39980,538107430584;199,90269053715292;0;3;0
1;5;200374,42905772186;400,74885811544374;1;0;1
0;5;154274,04801616733;308,5480960323347;1;0;0
1;1;128167,05521539111;640,8352760769556;1;2;0
0;4;123419,23841293388;308,5480960323347;0;1;0
0;2;37644,38430714122;188,2219215357061;0;3;0
1;3;110625,85900198843;368,75286333996144;0;0;0
1;5;346621,12589394604;693,2422517878921;1;0;0
0;5;365014,88381689374;730,0297676337875;1;0;0
1;4;123419,23841293388;308,5480960323347;0;1;0
0;2;42861,57792525868;214,3078896262934;0;3;0
1;3;91130,50049531514;303,7683349843838;0;0;0
1;4;99939,62217140509;249,8490554285127;0;1;0
1;3;160507,0762996389;535,023587665463;1;0;1
1;5;297247,87330421375;594,4957466084275;1;0;0
1;3;94882,7333671421;316,27577789047365;0;0;0
1;3;137427,86127835745;458,0928709278582;1;0;0
1;3;39939,332069227494;133,13110689742498;0;0;0
1;3;39286,964767747406;130,9565492258247;0;0;0
0;3;80950,77375176833;269,83591250589444;0;0;0
1;2;36696,60754178002;183,48303770890007;0;3;0
0;3;116717,124492049;389,05708164016335;0;0;0
0;5;154274,04801616733;308,5480960323347;1;0;0
0;3;41798,2793753289;139,327597917763;0;0;0
1;4;155024,2385813235;387,56059645330873;1;1;0
1;5;330751,8664541621;661,5037329083242;1;0;0
1;3;87273,18117036347;290,9106039012116;0;0;0
1;4;264639,0704906476;661,5976762266189;1;1;0
0;5;510477,94917675294;1020,9558983535059;1;0;1
1;1;88527,86862405672;442,63934312028357;0;2;0
1;3;61040,56411766509;203,46854705888364;0;0;0
1;2;61219,58350741977;306,09791753709885;0;3;0
0;3;113892,60912115722;379,6420304038574;0;0;0
1;3;34767,7718382636;115,89257279421201;0;0;0
1;3;126628,44763427839;422,09482544759464;0;0;0
1;2;131173,09679021704;655,8654839510853;1;3;0
1;2;40246,01694771295;201,23008473856476;0;3;0
0;1;69922,57623387876;349,6128811693938;0;2;0
1;2;121835,90714666057;609,1795357333028;0;3;0
0;4;123419,23841293388;308,5480960323347;0;1;0
1;3;101573,92883216219;338,57976277387394;0;0;0
1;7;2952332,6963793994;8435,236275369713;1;0;1
1;3;35632,54902720547;118,77516342401822;0;0;0
1;4;444905,9830996596;1112,264957749149;1;1;1
1;1;94835,66928797401;474,1783464398701;0;2;0
0;3;63740,22350384487;212,4674116794829;0;0;0
0;2;161164,37891445943;805,8218945722972;1;3;1
1;4;123419,23841293388;308,5480960323347;0;1;0
1;1;55464,098556573845;277,3204927828692;0;2;0
0;3;53762,75804172637;179,20919347242122;0;0;0
0;1;130451,47849334862;652,2573924667431;1;2;0
1;5;358301,8782539268;716,6037565078536;1;0;0
1;5;443394,26895171823;886,7885379034365;1;0;1
1;4;324785,090752438;811,962726881095;1;1;0
0;3;75791,78576369466;252,6392858789822;0;0;0
1;3;52899,279373717014;176,33093124572338;0;0;0
1;2;42416,090794854725;212,0804539742736;0;3;0
1;2;102621,85221661162;513,1092610830581;0;3;0
1;2;66216,07809158463;331,08039045792316;0;3;0
0;4;123419,23841293388;308,5480960323347;0;1;0
1;2;92563,45677949463;462,8172838974732;0;3;0
1;5;154274,04801616733;308,5480960323347;1;0;0
0;2;31434,065996302634;157,17032998151316;0;3;0
1;5;64760,40271070579;129,52080542141158;0;0;0
0;5;154274,04801616733;308,5480960323347;1;0;1
1;1;75224,89432874601;376,12447164373003;0;2;0
1;2;67826,07048180199;339,1303524090099;0;3;0
1;3;18204,70591836334;60,68235306121113;0;0;0
1;5;252077,43481698865;504,1548696339773;1;0;1
0;5;71708,33977381376;143,41667954762752;0;0;0
0;3;107970,64193872477;359,90213979574924;0;0;0
0;5;254537,34227905615;509,07468455811227;1;0;0
1;3;39411,762893299616;131,37254297766538;0;0;0
1;3;32411,397362337557;108,03799120779186;0;0;0
1;2;52521,574724937695;262,60787362468847;0;3;0
1;3;63744,81232982669;212,48270776608896;0;0;0
1;1;48282,38732954318;241,4119366477159;0;2;0
1;3;101576,8917814301;338,58963927143367;0;0;0
1;5;203435,93433529316;406,8718686705863;1;0;1
0;4;123419,23841293388;308,5480960323347;0;1;0
1;1;83131,34925013725;415,6567462506863;0;2;0
0;3;75275,31597420984;250,91771991403277;0;0;0
1;2;222251,07729909004;1111,2553864954502;1;3;1
0;3;127040,58993644406;423,4686331214802;0;0;0
1;3;116123,51940690685;387,0783980230228;0;0;0
1;1;10413,414958073696;52,06707479036848;0;2;0
1;3;20005,77411390392;66,68591371301306;0;0;0
1;3;111348,62496534121;371,162083217804;0;0;0
1;4;136208,02799462923;340,5200699865731;1;1;0
1;3;49495,707966134265;164,98569322044756;0;0;0
0;4;129679,27058608034;324,19817646520085;1;1;0
0;3;42834,24524407513;142,78081748025042;0;0;0
0;1;104487,25739870706;522,4362869935353;0;2;0
1;2;48557,67688379593;242,78838441897966;0;3;0
1;5;302585,044450274;605,1700889005481;1;0;0
0;5;177186,24453258418;354,3724890651684;1;0;1
0;2;131738,86779833958;658,6943389916978;1;3;0
1;5;54412,33679146614;108,82467358293229;0;0;0
0;4;90079,19247655095;225,19798119137738;0;1;0
1;3;149780,39590101683;499,26798633672274;1;0;1
1;5;81439,58006657343;162,87916013314685;0;0;0
1;3;9991,965909628994;33,306553032096645;0;0;0
1;3;101988,70988078236;339,9623662692745;0;0;0
1;4;251345,64344694774;628,3641086173693;1;1;0
0;3;94244,94532312662;314,1498177437554;0;0;0
0;7;6572556,675283095;18778,7333579517;1;0;1
0;5;402740,42867166136;805,4808573433227;1;0;1
1;3;52668,95127461582;175,56317091538608;0;0;0
1;3;64486,47349681156;214,95491165603852;0;0;0
1;2;53739,13348460679;268,69566742303397;0;3;0
0;4;156301,1251248788;390,752812812197;1;1;0
0;5;451897,7552180353;903,7955104360706;1;0;1
0;4;123419,23841293388;308,5480960323347;0;1;0
0;3;85194,74947373942;283,98249824579807;0;0;0
1;2;93077,72830377317;465,3886415188658;0;3;0
0;2;73655,11714186346;368,27558570931734;0;3;0
1;3;140203,21431531425;467,34404771771415;1;0;0
1;2;61709,61920646694;308,5480960323347;0;3;0
0;1;71031,53867545383;355,1576933772692;0;2;0
1;2;72498,90101012604;362,4945050506302;0;3;0
1;5;289975,5115229598;579,9510230459196;1;0;0
1;1;95712,22376718301;478,56111883591507;0;2;0
0;1;54547,16008900839;272,73580044504195;0;2;0
1;1;61709,61920646694;308,5480960323347;0;2;0
0;4;403006,3259551722;1007,5158148879304;1;1;1
1;4;244347,06865186186;610,8676716296546;1;1;0
1;4;511812,492573525;1279,5312314338125;1;1;0
1;4;57128,899365441735;142,82224841360434;0;1;0
0;1;26668,38450869928;133,3419225434964;0;2;0
1;2;64769,85238255032;323,8492619127516;0;3;0
1;5;563987,897504783;1127,975795009566;1;0;1
0;3;106166,02254159845;353,88674180532814;0;0;0
1;3;89468,0304322916;298,2267681076387;0;0;0
0;2;40999,56079619774;204,9978039809887;0;3;0
1;5;154274,04801616733;308,5480960323347;1;0;0
1;1;81070,04503171236;405,35022515856184;0;2;0
1;5;154274,04801616733;308,5480960323347;1;0;1
1;4;123419,23841293388;308,5480960323347;0;1;0
1;5;490057,0105250801;980,1140210501602;1;0;1
1;5;168299,3112251163;336,5986224502326;1;0;1
0;2;57339,62499562308;286,6981249781154;0;3;0
1;4;95705,48362000562;239,26370905001403;0;1;0
1;5;48335,92672220888;96,67185344441776;0;0;0
0;5;268125,790923025;536,2515818460499;1;0;0
1;4;123419,23841293388;308,5480960323347;0;1;0
1;3;132785,75205966647;442,61917353222157;1;0;0
1;1;104174,58176064958;520,8729088032479;0;2;0
0;3;77466,54539382957;258,2218179794319;0;0;0
0;4;185069,6431999002;462,6741079997505;1;1;1
1;4;121018,68312321903;302,5467078080476;0;1;0
1;3;70360,94013592534;234,53646711975114;0;0;0
0;4;345484,26435589226;863,7106608897307;1;1;0
1;4;510848,98973368265;1277,1224743342066;1;1;1
1;3;78690,36287390147;262,30120957967154;0;0;0
1;2;15747,969753378891;78,73984876689445;0;3;0
0;3;163136,2637344145;543,7875457813817;1;0;0
1;2;103574,28271151872;517,8714135575937;0;3;0
0;1;20902,506868047964;104,51253434023982;0;2;0
1;3;19621,185957522404;65,40395319174135;0;0;0
1;3;151886,77783623096;506,2892594541032;1;0;0
1;4;158734,88195675422;396,83720489188556;1;1;0
1;4;123419,23841293388;308,5480960323347;0;1;0
1;3;122134,87510113197;407,1162503371066;0;0;0
1;2;51652,15044851504;258,2607522425752;0;3;0
1;3;104362,07686933223;347,87358956444075;0;0;0
0;4;354008,46735845396;885,0211683961348;1;1;0
1;1;48897,71059225306;244,4885529612653;0;2;0
1;3;105313,93010295695;351,0464336765232;0;0;0
1;5;87372,82664280977;174,74565328561954;0;0;0
1;2;44064,03467076036;220,3201733538018;0;3;0
1;2;64943,352371434354;324,7167618571718;0;3;0
0;1;18486,70029414357;92,43350147071786;0;2;0
1;3;98921,39263093632;329,7379754364544;0;0;0
1;4;102895,56516133639;257,238912903341;0;1;0
0;5;350539,5366888581;701,0790733777162;1;0;0
0;7;348268,9660961673;995,0541888461922;1;0;0
0;1;42114,52739317734;210,57263696588672;0;2;0
1;4;123419,23841293388;308,5480960323347;0;1;0
0;2;80270,01218885572;401,3500609442786;0;3;0
1;5;154274,04801616733;308,5480960323347;1;0;1
0;5;289665,8797040326;579,3317594080652;1;0;0
1;3;107795,87464138883;359,31958213796275;0;0;0
1;4;199880,48460659612;499,7012115164903;1;1;1
1;1;58286,133715280004;291,4306685764;0;2;0
1;4;127527,53037046471;318,81882592616176;1;1;0
1;1;108073,83579236436;540,3691789618218;0;2;0
0;3;163905,37207519816;546,3512402506606;1;0;1
0;4;3167,6342253068015;7,919085563267004;0;1;0
0;4;213615,2664258604;534,038166064651;1;1;1
1;2;116837,88542668399;584,1894271334199;0;3;0
1;5;154274,04801616733;308,5480960323347;1;0;0
1;3;107530,09757778462;358,4336585926154;0;0;0
1;3;104108,96672168294;347,0298890722765;0;0;0
1;3;49201,84686208133;164,00615620693776;0;0;0
0;3;92414,31605254098;308,0477201751366;0;0;0
0;2;36806,67463602556;184,0333731801278;0;3;0
0;5;530300,6671983777;1060,6013343967554;1;0;1
1;2;57781,4668351616;288,907334175808;0;3;0
1;2;33954,1239810121;169,77061990506047;0;3;0
1;1;27329,60655611792;136,6480327805896;0;2;0
0;4;242804,43651852984;607,0110912963246;1;1;1
1;4;123419,23841293388;308,5480960323347;0;1;0
1;3;35926,14941913874;119,75383139712912;0;0;0
1;4;90362,76310023617;225,90690775059045;0;1;0
1;2;96219,98615008069;481,0999307504034;0;3;0
0;4;97399,30944855323;243,49827362138308;0;1;0
0;5;178236,55560283264;356,4731112056653;1;0;1
0;3;115371,00456445495;384,57001521484983;0;0;0
1;4;123419,23841293388;308,5480960323347;0;1;0
0;3;71265,75119408293;237,55250398027644;0;0;0
0;5;71812,53309468787;143,62506618937573;0;0;0
0;2;9706,469510668205;48,532347553341026;0;3;0
1;5;154274,04801616733;308,5480960323347;1;0;1
0;2;71079,30810414246;355,3965405207123;0;3;0
1;2;41473,394253041675;207,36697126520838;0;3;0
0;3;77151,29721557576;257,17099071858587;0;0;0
1;3;92372,12252658687;307,9070750886229;0;0;0
0;3;104783,74283622281;349,27914278740934;0;0;0
0;3;105939,89294078354;353,13297646927845;0;0;0
0;3;77952,72752091473;259,8424250697158;0;0;0
1;2;64627,681340498726;323,1384067024936;0;3;0
1;4;123419,23841293388;308,5480960323347;0;1;0
1;4;496263,6104911577;1240,6590262278942;1;1;1
1;2;45253,583118964074;226,26791559482035;0;3;0
0;2;61709,61920646694;308,5480960323347;0;3;0
1;1;56418,097887155986;282,09048943577994;0;2;0
1;5;240072,70870228542;480,1454174045708;1;0;0
0;4;123419,23841293388;308,5480960323347;0;1;0
0;3;124841,1217676224;416,13707255874135;0;0;0
0;2;62091,99282067151;310,45996410335755;0;3;0
1;5;48258,64160093584;96,51728320187169;0;0;0
1;2;113199,73562586079;565,9986781293039;0;3;0
1;2;61709,61920646694;308,5480960323347;0;3;0
1;2;61709,61920646694;308,5480960323347;0;3;0
1;4;15396,677599063401;38,4916939976585;0;1;0
0;3;101763,372459118;339,21124153039335;0;0;0
1;1;85121,385886864;425,60692943431997;0;2;0
0;3;133974,98124326646;446,58327081088817;1;0;0
1;1;23034,517212579853;115,17258606289926;0;2;0
1;7;107991,83361131714;308,5480960323347;0;0;0
1;7;2698336,5931450804;7709,533123271658;1;0;1
1;1;11376,851418500457;56,88425709250228;0;2;0
0;4;264423,1421230631;661,0578553076577;1;1;0
0;4;221673,70210375352;554,1842552593838;1;1;1
0;3;91748,51624544784;305,8283874848261;0;0;0
1;3;117736,90128085807;392,45633760286023;0;0;0
1;7;107991,83361131714;308,5480960323347;0;0;0
1;4;210511,13858261862;526,2778464565465;1;1;1
0;2;11982,563227760784;59,91281613880392;0;3;0
1;2;75348,77238488021;376,7438619244011;0;3;0
0;2;20861,185052196975;104,30592526098488;0;3;0
1;3;60749,18551068864;202,4972850356288;0;0;0
0;1;128119,07903785072;640,5953951892536;1;2;0
1;1;119247,221956315;596,236109781575;0;2;0
0;2;39603,18454886758;198,01592274433793;0;3;0
1;4;196792,58018022458;491,98145045056145;1;1;1
1;5;3618,996187607905;7,237992375215811;0;0;0
1;3;102903,54247309074;343,0118082436358;0;0;0
1;1;13413,874595821699;67,0693729791085;0;2;0
0;2;66522,7285807385;332,61364290369255;0;3;0
1;3;73905,44626141456;246,35148753804853;0;0;0
0;3;103459,69668351347;344,86565561171153;0;0;0
1;3;87587,20213413464;291,9573404471155;0;0;0
0;2;121694,69629823297;608,4734814911649;0;3;0
0;1;34763,301071708265;173,81650535854132;0;2;0
1;4;48545,825398181696;121,36456349545423;0;1;0
0;3;100312,56468493673;334,37521561645576;0;0;0
1;2;94494,41560437343;472,47207802186716;0;3;0
1;4;220126,91167656568;550,3172791914142;1;1;1
0;3;72316,68202431324;241,0556067477108;0;0;0
1;4;111604,10639122225;279,0102659780556;0;1;0
0;4;239025,14071833;597,5628517958249;1;1;1
1;1;54035,983253897975;270,17991626948987;0;2;0
1;2;117137,75652900456;585,6887826450228;0;3;0
1;4;106558,33573773735;266,39583934434336;0;1;0
1;4;197422,68286244146;493,55670715610364;1;1;1
1;2;67600,01874275356;338,0000937137678;0;3;0
1;1;30473,410267698233;152,36705133849117;0;2;0
0;5;29828,14064524939;59,65628129049878;0;0;0
0;5;203010,0612312685;406,020122462537;1;0;1
1;1;66244,20421668913;331,22102108344563;0;2;0
1;5;8323,859318894194;16,647718637788387;0;0;0
1;4;527755,2181262426;1319,3880453156066;1;1;1
1;3;81389,85126392699;271,29950421308996;0;0;0
1;2;61709,61920646694;308,5480960323347;0;3;0
1;4;270631,59080083814;676,5789770020954;1;1;0
0;5;154274,04801616733;308,5480960323347;1;0;1
0;3;131787,7217383296;439,29240579443194;1;0;0
0;5;553517,7233844593;1107,0354467689185;1;0;0
1;3;21755,283114830996;72,51761038276999;0;0;0
1;3;96137,68064397006;320,4589354799002;0;0;0
1;7;3486920,8850566344;9962,631100161812;1;0;1
1;3;94557,78666276555;315,1926222092185;0;0;0
1;5;244820,5752967795;489,641150593559;1;0;1
1;3;74079,42261895686;246,93140872985617;0;0;0
0;1;82348,75391008172;411,7437695504086;0;2;0
0;1;21852,925670030185;109,26462835015093;0;2;0
0;2;131932,07028287055;659,6603514143527;1;3;0
0;1;57080,12808721869;285,40064043609345;0;2;0
1;1;33304,11172605098;166,5205586302549;0;2;0
0;4;253854,4003375586;634,6360008438965;1;1;1
0;4;105286,96254962536;263,2174063740634;0;1;0
0;4;6214,964403338149;15,537411008345373;0;1;0
1;5;389428,9153279459;778,8578306558918;1;0;0
0;2;132875,33995815465;664,3766997907733;1;3;0
1;1;64020,67918593807;320,10339592969035;0;2;0
1;3;95969,99815231648;319,89999384105494;0;0;0
1;2;124298,90487170969;621,4945243585485;0;3;0
1;4;123419,23841293388;308,5480960323347;0;1;0
1;1;46000,18933692708;230,00094668463538;0;2;0
1;4;373974,7533998502;934,9368834996255;1;1;0
1;3;57493,79464628466;191,6459821542822;0;0;0
1;3;86538,54857141912;288,46182857139706;0;0;0
1;7;107991,83361131714;308,5480960323347;0;0;0
1;2;52946,8073425551;264,7340367127755;0;3;0
1;4;240837,86468799273;602,0946617199818;1;1;0
1;1;55203,268164982605;276,016340824913;0;2;0
0;7;1021468,8916236566;2918,4825474961617;1;0;1
1;3;123144,06368665626;410,4802122888542;0;0;0
0;1;19718,219782703538;98,5910989135177;0;2;0
0;3;94082,52927177362;313,60843090591203;0;0;0
1;4;362333,91572152794;905,8347893038199;1;1;0
0;4;265855,26431792165;664,6381607948041;1;1;0
0;1;149729,44878766072;748,6472439383035;1;2;0
1;4;39449,99904973265;98,62499762433163;0;1;0
1;3;47924,341031357144;159,74780343785716;0;0;0
1;5;110094,47869910242;220,18895739820482;0;0;0
0;3;143062,89534141682;476,8763178047227;1;0;0
0;4;230282,5743105911;575,7064357764777;1;1;1
1;2;37446,08964806875;187,23044824034378;0;3;0
1;3;53207,88257168295;177,3596085722765;0;0;0
0;2;13822,79928986643;69,11399644933215;0;3;0
1;1;9755,530358213071;48,77765179106535;0;2;0
1;4;137511,32154020708;343,7783038505177;1;1;0
1;4;429254,34855976637;1073,135871399416;1;1;0
1;7;107991,83361131714;308,5480960323347;0;0;0
1;2;96762,06513451722;483,81032567258615;0;3;0
1;1;35088,96913640224;175,4448456820112;0;2;0
1;1;98014,51922762394;490,0725961381197;0;2;0
1;2;38150,35812930738;190,7517906465369;0;3;0
1;3;53088,37795163829;176,96125983879432;0;0;0
1;3;68755,2629662346;229,18420988744865;0;0;0
0;3;40190,955287504075;133,9698509583469;0;0;0
0;4;123419,23841293388;308,5480960323347;0;1;0
0;5;154274,04801616733;308,5480960323347;1;0;0
0;2;66748,79262659652;333,7439631329826;0;3;0
0;3;109835,47820895066;366,1182606965022;0;0;0
0;3;152537,09633247773;508,4569877749257;1;0;0
1;3;8309,44361320469;27,698145377348965;0;0;0
1;3;34884,21978825733;116,28073262752443;0;0;0
1;4;24976,93156571954;62,442328914298855;0;1;0
1;2;87922,1079231854;439,610539615927;0;3;0
1;3;65293,789078398426;217,64596359466142;0;0;0
0;3;140315,31780262504;467,7177260087501;1;0;0
0;4;123419,23841293388;308,5480960323347;0;1;0
0;4;123419,23841293388;308,5480960323347;0;1;0
1;3;92564,4288097004;308,5480960323347;0;0;0
1;2;74879,62590950567;374,39812954752836;0;3;0
0;3;73526,8789874026;245,08959662467532;0;0;0
0;1;115459,21719931712;577,2960859965856;0;2;0
0;5;218419,1784702458;436,83835694049156;1;0;1
1;3;82405,30180729533;274,6843393576511;0;0;0
1;1;49991,601650289136;249,95800825144568;0;2;0
0;3;118228,16686144414;394,09388953814715;0;0;0
0;3;7120,824009826666;23,736080032755552;0;0;0
1;3;63323,30336892294;211,0776778964098;0;0;0
1;3;67007,59576289242;223,35865254297474;0;0;0
1;3;65191,289814025826;217,3042993800861;0;0;0
1;3;129815,37745175407;432,7179248391802;1;0;0
1;2;113417,31878408718;567,0865939204359;0;3;0
1;3;114502,47924768593;381,67493082561975;0;0;0
0;3;59492,191979438954;198,30730659812986;0;0;0
1;3;97363,87365520054;324,54624551733514;0;0;0
0;3;80477,39417560445;268,25798058534815;0;0;0
1;3;149544,9946745137;498,4833155817123;1;0;0
1;3;59421,14914919238;198,0704971639746;0;0;0
1;3;56741,0486018252;189,13682867275065;0;0;0
1;4;55924,96744844609;139,81241862111523;0;1;0
1;3;51385,92017262462;171,2864005754154;0;0;0
1;7;1788253,303710752;5109,295153459291;1;0;1
1;3;126303,2952569213;421,01098418973766;0;0;0
1;4;142471,40846796814;356,1785211699204;1;1;0
1;3;7501,906307936184;25,00635435978728;0;0;0
1;1;78662,50706525402;393,3125353262701;0;2;0
0;4;306867,4974851253;767,1687437128134;1;1;0
1;3;81946,2966718365;273,15432223945504;0;0;0
0;3;41232,29208829619;137,44097362765396;0;0;0
0;3;49856,33040667251;166,1877680222417;0;0;0
1;5;481486,61777139414;962,9732355427883;1;0;1
1;3;29308,258235562236;97,69419411854079;0;0;0
0;3;21877,247816124087;72,9241593870803;0;0;0
